call_id,timestamp,date,hour,day_of_week,month,agent_id,call_reason,channel,wait_time_sec,handle_time_sec,hold_time_sec,wrap_up_time_sec,total_time_sec,abandoned,resolved,first_call_resolution,csat_score,sentiment,outcome,call_cost_usd
CALL00319,2024-05-22 12:12:00,2024-05-22,12,Wednesday,May,Agent_04,Product Information,Phone,4,445,50,48,497,0,1,1,3.0,Neutral,Resolved,6.3
CALL00320,2024-06-14 08:23:00,2024-06-14,8,Friday,June,Agent_20,Refund Request,Chat,258,428,58,100,786,0,1,1,5.0,Neutral,Transferred,3.21
CALL00321,2024-01-19 13:09:00,2024-01-19,13,Friday,January,Agent_08,Technical Support,Phone,155,426,28,63,644,0,1,1,4.0,Negative,Unresolved,6.03
CALL00322,2024-02-20 13:49:00,2024-02-20,13,Tuesday,February,Agent_10,Cancellation Request,Chat,293,383,3,91,767,0,1,1,4.0,Positive,Escalated,2.87
CALL00323,2024-03-15 11:04:00,2024-03-15,11,Friday,March,Agent_02,Billing Inquiry,Phone,186,493,99,67,746,0,1,1,4.0,Neutral,Unresolved,6.98
CALL00324,2024-07-27 17:13:00,2024-07-27,17,Saturday,July,Agent_04,Technical Support,Phone,208,60,69,18,286,0,1,0,5.0,Positive,Transferred,0.85
CALL00325,2024-11-17 14:37:00,2024-11-17,14,Sunday,November,Agent_05,Cancellation Request,Chat,14,249,54,64,327,0,1,1,3.0,Neutral,Callback Scheduled,1.87
CALL00326,2024-07-27 14:51:00,2024-07-27,14,Saturday,July,Agent_18,Cancellation Request,Phone,211,305,224,111,627,0,1,0,5.0,Negative,Escalated,4.32
CALL00327,2024-03-13 19:19:00,2024-03-13,19,Wednesday,March,Agent_14,Technical Support,Phone,211,495,169,88,794,0,0,0,4.0,Neutral,Transferred,7.01
CALL00328,2024-11-04 19:48:00,2024-11-04,19,Monday,November,Agent_14,Complaint,Chat,400,359,93,23,782,0,0,0,4.0,Positive,Callback Scheduled,2.69
CALL00329,2024-02-19 11:09:00,2024-02-19,11,Monday,February,Agent_07,General Inquiry,Phone,103,340,10,60,503,0,0,0,1.0,Neutral,Escalated,4.82
CALL00330,2024-12-25 11:07:00,2024-12-25,11,Wednesday,December,Agent_12,Technical Support,Phone,3,246,26,81,330,0,1,0,3.0,Negative,Callback Scheduled,3.48
CALL00331,2024-01-04 10:37:00,2024-01-04,10,Thursday,January,Agent_18,Order Tracking,Email,30,296,21,43,369,0,1,0,3.0,Positive,Unresolved,1.48
CALL00332,2024-09-22 13:45:00,2024-09-22,13,Sunday,September,Agent_09,Product Information,Phone,0,313,34,57,370,0,1,1,5.0,Positive,Unresolved,4.43
CALL00333,2024-06-29 13:08:00,2024-06-29,13,Saturday,June,Agent_03,Product Information,Phone,76,326,65,60,462,0,0,0,1.0,Negative,Transferred,4.62
CALL00334,2024-06-15 14:31:00,2024-06-15,14,Saturday,June,Agent_01,Billing Inquiry,Email,83,294,81,31,408,0,1,1,5.0,Neutral,Escalated,1.47
CALL00335,2024-11-22 10:47:00,2024-11-22,10,Friday,November,Agent_05,Upgrade Request,Phone,71,487,8,54,612,0,0,0,5.0,Positive,Resolved,6.9
CALL00336,2024-08-16 13:12:00,2024-08-16,13,Friday,August,Agent_18,Product Information,Phone,121,152,48,73,346,0,1,1,3.0,Negative,Escalated,2.15
CALL00337,2024-04-29 11:29:00,2024-04-29,11,Monday,April,Agent_08,Order Tracking,Email,121,401,55,56,578,0,1,1,4.0,Positive,Transferred,2.0
CALL00338,2024-01-06 12:34:00,2024-01-06,12,Saturday,January,Agent_01,Complaint,Video Call,403,448,51,42,893,0,1,1,3.0,Positive,Escalated,8.21
CALL00339,2024-07-31 17:38:00,2024-07-31,17,Wednesday,July,Agent_18,Complaint,Phone,250,461,3,93,804,0,1,1,4.0,Positive,Resolved,6.53
CALL00340,2024-09-29 12:07:00,2024-09-29,12,Sunday,September,Agent_01,Account Management,Video Call,7,187,16,46,240,0,1,1,4.0,Positive,Callback Scheduled,3.43
CALL00341,2024-07-07 10:01:00,2024-07-07,10,Sunday,July,Agent_08,Upgrade Request,Chat,129,343,28,63,535,0,1,1,5.0,Neutral,Resolved,2.57
CALL00342,2024-04-03 11:54:00,2024-04-03,11,Wednesday,April,Agent_06,Complaint,Chat,46,254,89,100,400,0,0,0,4.0,Positive,Escalated,1.91
CALL00343,2024-11-08 13:53:00,2024-11-08,13,Friday,November,Agent_14,Refund Request,Video Call,286,206,24,73,565,0,1,0,3.0,Positive,Resolved,3.78
CALL00344,2024-06-03 11:00:00,2024-06-03,11,Monday,June,Agent_16,General Inquiry,Chat,40,311,63,47,398,0,1,1,5.0,Neutral,Transferred,2.33
CALL00345,2024-02-25 12:49:00,2024-02-25,12,Sunday,February,Agent_19,Technical Support,Phone,249,199,19,57,505,0,1,1,3.0,Neutral,Transferred,2.82
CALL00346,2024-04-13 18:27:00,2024-04-13,18,Saturday,April,Agent_08,Upgrade Request,Phone,190,226,57,41,457,0,1,1,5.0,Positive,Transferred,3.2
CALL00347,2024-06-12 18:51:00,2024-06-12,18,Wednesday,June,Agent_10,General Inquiry,Chat,140,202,94,21,363,0,1,1,4.0,Negative,Resolved,1.52
CALL00348,2024-10-10 11:17:00,2024-10-10,11,Thursday,October,Agent_02,General Inquiry,Video Call,140,133,10,55,328,0,1,1,3.0,Neutral,Unresolved,2.44
CALL00349,2024-05-21 13:33:00,2024-05-21,13,Tuesday,May,Agent_04,General Inquiry,Phone,0,142,11,77,219,0,1,1,5.0,Negative,Unresolved,2.01
CALL00350,2024-04-22 08:11:00,2024-04-22,8,Monday,April,Agent_03,Technical Support,Email,51,387,26,68,506,0,1,1,3.0,Neutral,Transferred,1.94
CALL00351,2024-05-08 13:01:00,2024-05-08,13,Wednesday,May,Agent_05,Technical Support,Phone,75,446,7,54,575,0,1,1,3.0,Positive,Callback Scheduled,6.32
CALL00352,2024-05-22 18:45:00,2024-05-22,18,Wednesday,May,Agent_20,Upgrade Request,Phone,102,409,25,62,573,0,1,1,5.0,Negative,Callback Scheduled,5.79
CALL00353,2024-08-14 14:22:00,2024-08-14,14,Wednesday,August,Agent_13,Upgrade Request,Chat,95,379,5,61,535,0,1,0,2.0,Negative,Callback Scheduled,2.84
CALL00354,2024-06-29 13:55:00,2024-06-29,13,Saturday,June,Agent_15,Refund Request,Phone,158,338,91,55,551,0,1,1,5.0,Negative,Unresolved,4.79
CALL00355,2024-04-17 10:25:00,2024-04-17,10,Wednesday,April,Agent_04,Technical Support,Chat,248,111,33,67,426,0,0,0,5.0,Negative,Transferred,0.83
CALL00356,2024-07-02 12:54:00,2024-07-02,12,Tuesday,July,Agent_07,Cancellation Request,Phone,4,119,272,62,185,0,1,1,5.0,Neutral,Escalated,1.69
CALL00357,2024-11-30 16:37:00,2024-11-30,16,Saturday,November,Agent_14,Order Tracking,Email,284,157,107,63,504,0,1,1,3.0,Neutral,Unresolved,0.79
CALL00358,2024-03-12 16:53:00,2024-03-12,16,Tuesday,March,Agent_14,Technical Support,Chat,273,195,1,46,514,0,0,0,4.0,Neutral,Unresolved,1.46
CALL00359,2024-01-26 18:25:00,2024-01-26,18,Friday,January,Agent_11,Complaint,Phone,31,319,49,61,411,0,1,1,4.0,Neutral,Escalated,4.52
CALL00360,2024-01-19 16:46:00,2024-01-19,16,Friday,January,Agent_16,Technical Support,Chat,14,385,30,19,418,0,1,0,4.0,Positive,Resolved,2.89
CALL00361,2024-05-24 17:49:00,2024-05-24,17,Friday,May,Agent_03,Cancellation Request,Phone,78,508,64,42,628,0,0,0,4.0,Positive,Callback Scheduled,7.2
CALL00362,2024-11-19 14:15:00,2024-11-19,14,Tuesday,November,Agent_05,Refund Request,Email,7,156,126,54,217,0,1,1,4.0,Positive,Transferred,0.78
CALL00363,2024-06-19 11:38:00,2024-06-19,11,Wednesday,June,Agent_18,Refund Request,Phone,391,464,30,88,943,0,1,1,4.0,Neutral,Resolved,6.57
CALL00364,2024-02-29 13:44:00,2024-02-29,13,Thursday,February,Agent_14,Order Tracking,Chat,1,330,41,52,383,0,1,1,4.0,Negative,Unresolved,2.48
CALL00365,2024-08-16 17:05:00,2024-08-16,17,Friday,August,Agent_02,Complaint,Phone,7,480,25,46,533,0,1,0,5.0,Negative,Callback Scheduled,6.8
CALL00366,2024-05-29 16:10:00,2024-05-29,16,Wednesday,May,Agent_12,Technical Support,Phone,272,60,21,32,364,1,0,0,,Negative,Abandoned,0.85
CALL00367,2024-07-20 14:46:00,2024-07-20,14,Saturday,July,Agent_17,Product Information,Phone,123,322,35,38,483,0,1,1,5.0,Positive,Unresolved,4.56
CALL00368,2024-04-03 10:40:00,2024-04-03,10,Wednesday,April,Agent_08,Technical Support,Phone,31,230,16,55,316,0,1,0,4.0,Neutral,Transferred,3.26
CALL00369,2024-07-27 11:01:00,2024-07-27,11,Saturday,July,Agent_12,Technical Support,Video Call,97,70,1,86,253,0,1,1,5.0,Neutral,Transferred,1.28
CALL00370,2024-08-26 09:11:00,2024-08-26,9,Monday,August,Agent_08,Cancellation Request,Phone,150,591,83,86,827,0,0,0,4.0,Negative,Transferred,8.37
CALL00371,2024-03-03 09:11:00,2024-03-03,9,Sunday,March,Agent_20,Refund Request,Phone,32,216,18,38,286,0,0,0,2.0,Positive,Transferred,3.06
CALL00372,2024-10-18 13:28:00,2024-10-18,13,Friday,October,Agent_09,Billing Inquiry,Chat,60,188,65,35,283,0,1,0,5.0,Positive,Callback Scheduled,1.41
CALL00373,2024-08-15 15:51:00,2024-08-15,15,Thursday,August,Agent_10,Order Tracking,Phone,152,373,10,74,599,0,0,0,3.0,Neutral,Resolved,5.28
CALL00374,2024-06-12 12:31:00,2024-06-12,12,Wednesday,June,Agent_06,Account Management,Chat,10,288,71,51,349,0,0,0,4.0,Negative,Unresolved,2.16
CALL00375,2024-08-08 12:51:00,2024-08-08,12,Thursday,August,Agent_03,Account Management,Email,63,243,16,31,337,0,1,0,5.0,Negative,Resolved,1.21
CALL00376,2024-02-19 12:19:00,2024-02-19,12,Monday,February,Agent_03,Refund Request,Chat,137,329,7,0,466,0,0,0,4.0,Positive,Unresolved,2.47
CALL00377,2024-06-11 14:30:00,2024-06-11,14,Tuesday,June,Agent_14,General Inquiry,Phone,113,142,33,95,350,0,1,1,5.0,Neutral,Escalated,2.01
CALL00378,2024-10-28 09:30:00,2024-10-28,9,Monday,October,Agent_12,Complaint,Chat,311,476,0,65,852,0,0,0,5.0,Negative,Callback Scheduled,3.57
CALL00379,2024-12-13 11:46:00,2024-12-13,11,Friday,December,Agent_19,Upgrade Request,Phone,260,370,6,52,682,1,0,0,,Positive,Abandoned,5.24
CALL00380,2024-10-22 10:10:00,2024-10-22,10,Tuesday,October,Agent_02,Account Management,Email,70,408,55,93,571,0,1,1,4.0,Positive,Transferred,2.04
CALL00381,2024-06-14 10:31:00,2024-06-14,10,Friday,June,Agent_02,Technical Support,Phone,212,374,82,33,619,1,0,0,,Neutral,Abandoned,5.3
CALL00382,2024-09-02 10:21:00,2024-09-02,10,Monday,September,Agent_15,Cancellation Request,Phone,217,344,31,35,596,1,0,0,,Neutral,Abandoned,4.87
CALL00383,2024-12-11 08:31:00,2024-12-11,8,Wednesday,December,Agent_20,General Inquiry,Email,332,483,67,58,873,0,1,1,5.0,Neutral,Callback Scheduled,2.42
CALL00384,2024-07-12 09:11:00,2024-07-12,9,Friday,July,Agent_07,Refund Request,Phone,32,293,47,56,381,0,1,1,5.0,Positive,Callback Scheduled,4.15
CALL00385,2024-11-09 12:55:00,2024-11-09,12,Saturday,November,Agent_14,Technical Support,Email,857,405,311,74,1336,0,1,0,4.0,Neutral,Transferred,2.02
CALL00386,2024-10-20 12:31:00,2024-10-20,12,Sunday,October,Agent_16,Refund Request,Chat,15,273,8,70,358,0,1,1,5.0,Negative,Callback Scheduled,2.05
CALL00387,2024-12-02 15:13:00,2024-12-02,15,Monday,December,Agent_02,Product Information,Phone,24,289,22,0,313,0,1,1,3.0,Neutral,Transferred,4.09
CALL00388,2024-07-24 10:32:00,2024-07-24,10,Wednesday,July,Agent_02,Billing Inquiry,Phone,70,161,5,63,294,0,1,0,5.0,Positive,Callback Scheduled,2.28
CALL00389,2024-05-12 13:05:00,2024-05-12,13,Sunday,May,Agent_07,Account Management,Email,87,235,39,33,355,0,0,0,2.0,Neutral,Callback Scheduled,1.17
CALL00390,2024-02-23 13:28:00,2024-02-23,13,Friday,February,Agent_11,Technical Support,Phone,12,289,23,79,380,0,1,1,4.0,Positive,Unresolved,4.09
CALL00391,2024-12-05 15:28:00,2024-12-05,15,Thursday,December,Agent_14,Account Management,Chat,81,401,7,84,566,0,1,1,5.0,Positive,Unresolved,3.01
CALL00392,2024-08-30 13:37:00,2024-08-30,13,Friday,August,Agent_18,Product Information,Phone,272,434,22,74,780,0,1,1,3.0,Negative,Transferred,6.15
CALL00393,2024-07-18 18:47:00,2024-07-18,18,Thursday,July,Agent_12,Technical Support,Phone,63,410,63,44,517,0,1,0,4.0,Neutral,Resolved,5.81
CALL00394,2024-09-23 14:26:00,2024-09-23,14,Monday,September,Agent_14,Billing Inquiry,Video Call,133,219,54,29,381,0,1,1,5.0,Neutral,Resolved,4.02
CALL00395,2024-11-23 14:53:00,2024-11-23,14,Saturday,November,Agent_11,Upgrade Request,Email,13,421,24,74,508,0,1,1,5.0,Neutral,Transferred,2.1
CALL00396,2024-07-26 09:24:00,2024-07-26,9,Friday,July,Agent_13,Cancellation Request,Email,64,311,160,66,441,0,1,1,4.0,Neutral,Resolved,1.55
CALL00397,2024-08-02 16:49:00,2024-08-02,16,Friday,August,Agent_13,Billing Inquiry,Phone,627,228,24,56,911,0,0,0,5.0,Neutral,Escalated,3.23
CALL00398,2024-09-29 10:45:00,2024-09-29,10,Sunday,September,Agent_20,General Inquiry,Phone,92,84,64,32,208,0,1,1,2.0,Negative,Callback Scheduled,1.19
CALL00399,2024-03-27 13:06:00,2024-03-27,13,Wednesday,March,Agent_03,Cancellation Request,Chat,556,290,55,36,882,0,1,1,2.0,Positive,Escalated,2.17
CALL00400,2024-07-06 11:16:00,2024-07-06,11,Saturday,July,Agent_14,Upgrade Request,Chat,215,207,7,54,476,0,1,1,5.0,Neutral,Transferred,1.55
CALL00401,2024-02-01 17:17:00,2024-02-01,17,Thursday,February,Agent_03,Cancellation Request,Phone,379,427,27,63,869,0,1,1,4.0,Neutral,Callback Scheduled,6.05
CALL00402,2024-05-11 11:21:00,2024-05-11,11,Saturday,May,Agent_08,Order Tracking,Phone,179,358,19,71,608,0,1,1,5.0,Positive,Resolved,5.07
CALL00403,2024-03-27 12:05:00,2024-03-27,12,Wednesday,March,Agent_17,Technical Support,Chat,7,352,52,9,368,0,1,1,4.0,Negative,Transferred,2.64
CALL00404,2024-08-16 16:29:00,2024-08-16,16,Friday,August,Agent_07,Order Tracking,Phone,728,219,34,51,998,0,1,1,4.0,Neutral,Escalated,3.1
CALL00405,2024-06-19 13:37:00,2024-06-19,13,Wednesday,June,Agent_08,Technical Support,Phone,105,339,26,84,528,0,1,1,5.0,Positive,Callback Scheduled,4.8
CALL00406,2024-05-13 13:54:00,2024-05-13,13,Monday,May,Agent_07,Account Management,Phone,96,306,55,71,473,0,1,1,4.0,Negative,Escalated,4.33
CALL00407,2024-05-29 09:22:00,2024-05-29,9,Wednesday,May,Agent_03,Account Management,Chat,59,318,28,84,461,0,1,1,3.0,Negative,Unresolved,2.38
CALL00408,2024-09-22 11:14:00,2024-09-22,11,Sunday,September,Agent_15,Upgrade Request,Phone,87,258,12,71,416,0,1,1,1.0,Negative,Unresolved,3.65
CALL00409,2024-05-15 14:12:00,2024-05-15,14,Wednesday,May,Agent_19,Upgrade Request,Video Call,40,238,149,53,331,0,1,0,5.0,Neutral,Callback Scheduled,4.36
CALL00410,2024-04-22 15:00:00,2024-04-22,15,Monday,April,Agent_05,General Inquiry,Phone,160,60,165,21,241,0,1,0,5.0,Positive,Unresolved,0.85
CALL00411,2024-11-29 11:56:00,2024-11-29,11,Friday,November,Agent_15,Complaint,Phone,211,416,11,35,662,1,0,0,,Neutral,Abandoned,5.89
CALL00412,2024-02-25 13:46:00,2024-02-25,13,Sunday,February,Agent_19,Billing Inquiry,Phone,190,257,268,61,508,1,0,0,,Neutral,Abandoned,3.64
CALL00413,2024-01-06 15:47:00,2024-01-06,15,Saturday,January,Agent_17,Technical Support,Phone,121,148,53,70,339,0,0,0,4.0,Neutral,Unresolved,2.1
CALL00414,2024-03-16 10:49:00,2024-03-16,10,Saturday,March,Agent_15,Billing Inquiry,Chat,187,244,69,78,509,0,1,1,4.0,Positive,Callback Scheduled,1.83
CALL00415,2024-08-01 11:53:00,2024-08-01,11,Thursday,August,Agent_10,Technical Support,Phone,299,412,27,41,752,0,0,0,3.0,Negative,Resolved,5.84
CALL00416,2024-02-06 15:33:00,2024-02-06,15,Tuesday,February,Agent_20,Upgrade Request,Chat,110,424,50,90,624,0,0,0,4.0,Negative,Unresolved,3.18
CALL00417,2024-06-21 10:43:00,2024-06-21,10,Friday,June,Agent_15,Upgrade Request,Chat,152,175,31,56,383,0,1,1,5.0,Negative,Resolved,1.31
CALL00418,2024-12-28 13:29:00,2024-12-28,13,Saturday,December,Agent_15,Upgrade Request,Video Call,77,389,13,35,501,0,1,1,2.0,Negative,Escalated,7.13
CALL00419,2024-10-29 09:41:00,2024-10-29,9,Tuesday,October,Agent_11,Upgrade Request,Phone,7,174,81,84,265,0,1,1,4.0,Neutral,Transferred,2.46
CALL00420,2024-10-27 13:22:00,2024-10-27,13,Sunday,October,Agent_05,Billing Inquiry,Phone,437,319,12,52,808,0,1,0,3.0,Neutral,Resolved,4.52
CALL00421,2024-03-15 14:39:00,2024-03-15,14,Friday,March,Agent_11,Technical Support,Phone,153,193,8,87,433,0,1,1,3.0,Negative,Escalated,2.73
CALL00422,2024-05-05 14:24:00,2024-05-05,14,Sunday,May,Agent_02,Product Information,Phone,177,353,21,84,614,0,1,1,3.0,Negative,Unresolved,5.0
CALL00423,2024-12-01 11:54:00,2024-12-01,11,Sunday,December,Agent_15,Refund Request,Phone,103,492,4,93,688,0,1,1,5.0,Negative,Transferred,6.97
CALL00424,2024-01-10 13:51:00,2024-01-10,13,Wednesday,January,Agent_06,Order Tracking,Phone,2,447,29,27,476,0,1,1,3.0,Neutral,Callback Scheduled,6.33
CALL00425,2024-07-27 09:34:00,2024-07-27,9,Saturday,July,Agent_13,Cancellation Request,Phone,220,427,130,71,718,0,0,0,5.0,Neutral,Transferred,6.05
CALL00426,2024-07-07 12:07:00,2024-07-07,12,Sunday,July,Agent_02,Order Tracking,Chat,69,82,145,38,189,0,0,0,4.0,Positive,Callback Scheduled,0.61
CALL00427,2024-09-02 13:22:00,2024-09-02,13,Monday,September,Agent_04,Refund Request,Chat,293,275,28,45,613,0,0,0,3.0,Negative,Unresolved,2.06
CALL00428,2024-10-02 12:16:00,2024-10-02,12,Wednesday,October,Agent_10,Complaint,Phone,604,531,77,39,1174,0,0,0,3.0,Negative,Transferred,7.52
CALL00429,2024-12-05 16:18:00,2024-12-05,16,Thursday,December,Agent_05,Order Tracking,Phone,1,398,100,60,459,0,1,0,4.0,Positive,Transferred,5.64
CALL00430,2024-02-04 17:48:00,2024-02-04,17,Sunday,February,Agent_05,Order Tracking,Chat,184,267,100,69,520,1,0,0,,Neutral,Abandoned,2.0
CALL00431,2024-03-20 16:41:00,2024-03-20,16,Wednesday,March,Agent_13,Account Management,Phone,469,337,19,68,874,0,0,0,5.0,Negative,Resolved,4.77
CALL00432,2024-05-05 12:16:00,2024-05-05,12,Sunday,May,Agent_10,Refund Request,Chat,47,203,3,38,288,0,0,0,1.0,Neutral,Callback Scheduled,1.52
CALL00433,2024-03-30 10:53:00,2024-03-30,10,Saturday,March,Agent_05,Refund Request,Chat,250,398,8,51,699,0,1,1,3.0,Positive,Unresolved,2.99
CALL00434,2024-09-02 12:06:00,2024-09-02,12,Monday,September,Agent_17,Order Tracking,Chat,116,257,11,80,453,0,1,1,3.0,Positive,Callback Scheduled,1.93
CALL00435,2024-06-13 13:16:00,2024-06-13,13,Thursday,June,Agent_10,Account Management,Phone,317,364,6,76,757,0,1,1,4.0,Positive,Callback Scheduled,5.16
CALL00436,2024-09-29 12:51:00,2024-09-29,12,Sunday,September,Agent_16,Product Information,Phone,94,308,59,63,465,0,1,1,5.0,Positive,Escalated,4.36
CALL00437,2024-12-26 10:39:00,2024-12-26,10,Thursday,December,Agent_05,Technical Support,Phone,26,302,223,54,382,0,1,1,4.0,Neutral,Resolved,4.28
CALL00438,2024-04-07 11:06:00,2024-04-07,11,Sunday,April,Agent_17,Refund Request,Email,126,163,243,60,349,0,1,1,5.0,Negative,Transferred,0.82
CALL00439,2024-02-25 14:19:00,2024-02-25,14,Sunday,February,Agent_02,Order Tracking,Phone,276,361,62,50,687,0,1,1,5.0,Negative,Escalated,5.11
CALL00440,2024-03-25 15:29:00,2024-03-25,15,Monday,March,Agent_20,Cancellation Request,Phone,982,395,25,57,1434,1,0,0,,Positive,Abandoned,5.6
CALL00441,2024-07-19 13:56:00,2024-07-19,13,Friday,July,Agent_06,Account Management,Phone,145,82,103,62,289,0,1,1,5.0,Negative,Transferred,1.16
CALL00442,2024-11-22 18:32:00,2024-11-22,18,Friday,November,Agent_06,General Inquiry,Chat,66,289,81,58,413,0,1,1,5.0,Positive,Unresolved,2.17
CALL00443,2024-07-06 19:15:00,2024-07-06,19,Saturday,July,Agent_12,Product Information,Phone,249,394,5,31,674,0,1,1,5.0,Neutral,Transferred,5.58
CALL00444,2024-03-19 16:53:00,2024-03-19,16,Tuesday,March,Agent_10,General Inquiry,Phone,270,333,39,59,662,0,1,1,4.0,Positive,Transferred,4.72
CALL00445,2024-10-31 17:42:00,2024-10-31,17,Thursday,October,Agent_08,Complaint,Phone,137,250,184,77,464,0,0,0,1.0,Neutral,Escalated,3.54
CALL00446,2024-01-20 16:37:00,2024-01-20,16,Saturday,January,Agent_12,Upgrade Request,Video Call,544,313,12,37,894,0,0,0,3.0,Neutral,Unresolved,5.74
CALL00447,2024-03-02 12:21:00,2024-03-02,12,Saturday,March,Agent_10,Cancellation Request,Video Call,296,331,109,93,720,0,1,0,4.0,Negative,Transferred,6.07
CALL00448,2024-07-25 16:21:00,2024-07-25,16,Thursday,July,Agent_14,Account Management,Chat,60,288,80,34,382,0,0,0,4.0,Positive,Transferred,2.16
CALL00449,2024-02-23 08:15:00,2024-02-23,8,Friday,February,Agent_05,Complaint,Phone,325,259,97,60,644,0,1,1,5.0,Positive,Unresolved,3.67
CALL00450,2024-07-24 14:06:00,2024-07-24,14,Wednesday,July,Agent_12,Refund Request,Phone,217,271,106,32,520,0,1,1,2.0,Positive,Transferred,3.84
CALL00451,2024-02-27 10:17:00,2024-02-27,10,Tuesday,February,Agent_04,Complaint,Phone,37,408,115,81,526,0,0,0,5.0,Positive,Escalated,5.78
CALL00452,2024-05-09 16:32:00,2024-05-09,16,Thursday,May,Agent_09,General Inquiry,Phone,174,60,87,12,246,0,1,1,4.0,Negative,Escalated,0.85
CALL00453,2024-06-17 18:02:00,2024-06-17,18,Monday,June,Agent_14,Technical Support,Email,214,526,156,73,813,0,1,1,4.0,Positive,Unresolved,2.63
CALL00454,2024-07-27 13:50:00,2024-07-27,13,Saturday,July,Agent_12,Billing Inquiry,Phone,64,441,71,93,598,0,1,0,3.0,Neutral,Resolved,6.25
CALL00455,2024-07-05 16:01:00,2024-07-05,16,Friday,July,Agent_13,Refund Request,Phone,131,142,31,52,325,0,0,0,4.0,Neutral,Escalated,2.01
CALL00456,2024-07-21 09:36:00,2024-07-21,9,Sunday,July,Agent_13,Technical Support,Phone,16,325,13,31,372,0,1,1,5.0,Neutral,Escalated,4.6
CALL00457,2024-12-17 13:23:00,2024-12-17,13,Tuesday,December,Agent_01,Order Tracking,Phone,468,379,47,43,890,0,1,1,3.0,Positive,Callback Scheduled,5.37
CALL00458,2024-07-30 18:17:00,2024-07-30,18,Tuesday,July,Agent_05,Account Management,Phone,397,621,51,61,1079,1,0,0,,Positive,Abandoned,8.8
CALL00459,2024-07-23 11:14:00,2024-07-23,11,Tuesday,July,Agent_10,General Inquiry,Phone,370,296,70,42,708,0,1,0,3.0,Negative,Escalated,4.19
CALL00460,2024-10-24 14:43:00,2024-10-24,14,Thursday,October,Agent_16,General Inquiry,Chat,300,204,113,21,525,0,1,0,4.0,Negative,Resolved,1.53
CALL00461,2024-10-28 14:23:00,2024-10-28,14,Monday,October,Agent_03,Billing Inquiry,Email,90,285,67,48,423,0,1,1,4.0,Neutral,Escalated,1.43
CALL00462,2024-05-27 11:40:00,2024-05-27,11,Monday,May,Agent_05,Refund Request,Phone,21,251,1,110,382,0,1,1,4.0,Negative,Transferred,3.56
CALL00463,2024-01-02 13:29:00,2024-01-02,13,Tuesday,January,Agent_17,Cancellation Request,Phone,589,571,68,73,1233,0,1,1,2.0,Positive,Callback Scheduled,8.09
CALL00464,2024-08-21 19:14:00,2024-08-21,19,Wednesday,August,Agent_08,Complaint,Phone,88,350,116,47,485,0,1,1,5.0,Positive,Resolved,4.96
CALL00465,2024-04-09 13:18:00,2024-04-09,13,Tuesday,April,Agent_08,Cancellation Request,Phone,188,258,101,44,490,0,1,1,5.0,Negative,Transferred,3.65
CALL00466,2024-09-18 11:52:00,2024-09-18,11,Wednesday,September,Agent_15,Technical Support,Phone,269,260,33,67,596,1,0,0,,Positive,Abandoned,3.68
CALL00467,2024-01-23 16:08:00,2024-01-23,16,Tuesday,January,Agent_16,Upgrade Request,Chat,39,375,117,22,436,0,1,1,5.0,Negative,Resolved,2.81
CALL00468,2024-01-14 15:37:00,2024-01-14,15,Sunday,January,Agent_17,Upgrade Request,Phone,53,255,45,45,353,0,1,1,3.0,Positive,Escalated,3.61
CALL00469,2024-04-15 15:56:00,2024-04-15,15,Monday,April,Agent_10,Cancellation Request,Video Call,234,309,53,62,605,1,0,0,,Positive,Abandoned,5.67
CALL00470,2024-11-02 13:56:00,2024-11-02,13,Saturday,November,Agent_20,Order Tracking,Chat,121,60,43,67,248,0,0,0,5.0,Positive,Transferred,0.45
CALL00471,2024-01-08 16:41:00,2024-01-08,16,Monday,January,Agent_14,Account Management,Phone,193,97,49,50,340,0,1,0,4.0,Negative,Resolved,1.37
CALL00472,2024-05-08 15:37:00,2024-05-08,15,Wednesday,May,Agent_17,Order Tracking,Phone,115,371,0,55,541,0,1,1,4.0,Positive,Transferred,5.26
CALL00473,2024-09-22 15:20:00,2024-09-22,15,Sunday,September,Agent_18,Refund Request,Phone,171,288,33,28,487,0,0,0,2.0,Negative,Transferred,4.08
CALL00474,2024-12-17 17:41:00,2024-12-17,17,Tuesday,December,Agent_01,Cancellation Request,Phone,126,181,2,63,370,0,0,0,5.0,Neutral,Resolved,2.56
CALL00475,2024-10-13 09:39:00,2024-10-13,9,Sunday,October,Agent_13,Order Tracking,Video Call,51,272,57,43,366,0,1,1,5.0,Neutral,Resolved,4.99
CALL00476,2024-09-10 12:29:00,2024-09-10,12,Tuesday,September,Agent_12,Technical Support,Phone,18,491,20,76,585,0,1,1,4.0,Neutral,Escalated,6.96
CALL00477,2024-10-05 11:15:00,2024-10-05,11,Saturday,October,Agent_04,Upgrade Request,Phone,465,297,146,46,808,0,1,1,4.0,Negative,Callback Scheduled,4.21
CALL00478,2024-03-30 13:57:00,2024-03-30,13,Saturday,March,Agent_05,Billing Inquiry,Phone,18,464,4,27,509,0,1,0,4.0,Neutral,Transferred,6.57
CALL00479,2024-01-16 09:59:00,2024-01-16,9,Tuesday,January,Agent_11,Account Management,Email,31,135,76,63,229,0,1,1,5.0,Negative,Unresolved,0.67
